"vowel","a_y","a_z","a_x"
"a",0.588739222911463,0.296464774654572,0.287810955837894
"a",0.53218109434302,0.322240431843782,0.344434386137122
"a",0.643843998093962,0.253123359647731,0.357110987688184
"a",0.626352248487451,0.20801970308147,0.335939335996233
"a",0.608503750930532,0.290405239848018,0.359362606163175
"a",0.611233798290507,0.277581353117611,0.33196091733703
"a",0.62814900139587,0.242705668654608,0.28520182550983
"a",0.507878315994989,0.308821481363132,0.352804961447981
"a",0.612998806418536,0.221796190544002,0.385077319856584
"a",0.603474913223406,0.199183259682932,0.3861150315336
"a",0.612453088288333,0.276248503566761,0.280595355097662
"a",0.573073367060736,0.256850667737559,0.397041984855569
"a",0.607868979960276,0.259952856835261,0.319362918158303
"a",0.660148139075838,0.248999500804745,0.338356912704921
"a",0.548189014094056,0.223518705225905,0.367241586776684
"a",0.558223650821055,0.299335820762494,0.291498385985162
"a",0.521209277391382,0.21155685979051,0.423465823926643
"a",0.606047020582385,0.228155434738633,0.397922307247832
"a",0.573917425698977,0.241375929888121,0.415177960253141
"a",0.517594367232353,0.335096322460924,0.348178902975374
"a",0.571560920847784,0.261982314182043,0.403883493779225
"a",0.660381427651969,0.185250683704611,0.363072653028301
"a",0.689999811313713,0.079797381593287,0.457203930893587
"a",0.647647941305205,0.267726958525253,0.408516066767527
"a",0.596864823059491,0.22868811003379,0.353593548509343
"a",0.600773233922032,0.226834372955605,0.357113219294917
"a",0.628795799883366,0.26892426369322,0.377893904979058
"a",0.657056607968255,0.199417336277248,0.373588144485541
"a",0.650746884306412,0.224657959350059,0.276903621269436
"a",0.583156035901034,0.253780649750056,0.282784768341879
"a",0.655015579185534,0.270219679047249,0.29307506487206
"a",0.604066229153598,0.233718350581195,0.355049240063925
"a",0.608421405756262,0.230288810371909,0.346934259073447
"a",0.639035070640589,0.257224143370799,0.288221662311604
"a",0.643392643178629,0.206783048582355,0.346073778339006
"a",0.624177661923399,0.258657341094912,0.405352322216302
"a",0.632521655740378,0.211097074629991,0.331508663196991
"a",0.641207716836598,0.222399220454215,0.304767355502373
"a",0.611054423307913,0.271043172540703,0.274508627936943
"a",0.616927451045975,0.236173876320601,0.319841341439456
"a",0.682660315435793,0.1751796086191,0.365389784031828
"a",0.617051112585926,0.201470292430671,0.385287386890245
"a",0.609162137259716,0.219170212001318,0.364270557571199
"a",0.616880517179876,0.233281610812272,0.31317374813175
"a",0.594944040694932,0.245557968125032,0.270052281700553
"a",0.619645733599677,0.203267140650478,0.336800952265701
"a",0.613509750132565,0.20599503015696,0.447168049243978
"a",0.566102923888087,0.289352263968765,0.275537494498391
"a",0.645079891990724,0.244597203491836,0.312853035950816
"a",0.575943735050256,0.20722564852304,0.362262719174479
"a",0.643226438618829,0.226699955681988,0.39867769017964
"a",0.607751737989298,0.227320533336953,0.427927286289002
"a",0.531900923634672,0.257519496896163,0.37410232812353
"a",0.595388848727225,0.27609717128467,0.313421007216686
"a",0.606797310266503,0.25369177381541,0.351996405545613
"a",0.64906396360928,0.233459041728677,0.322366081312545
"a",0.612617537846392,0.249982285586292,0.249950329148031
"a",0.597166968472128,0.27145264094203,0.386863853957884
"a",0.684611402367595,0.231427995870618,0.277918997402281
"a",0.675539165398219,0.195944160247489,0.312075801140167
"a",0.615073185295624,0.248348986878046,0.279385766539502
"a",0.577458748764747,0.22863508367059,0.383468534053634
"a",0.525396221556707,0.317593909932586,0.275321802935076
"a",0.55607448104542,0.296431113804827,0.298480473347272
"a",0.554315395895721,0.293679932769545,0.299180378113433
"a",0.664697377582671,0.207509522143995,0.343721724445023
"a",0.647668158439272,0.231721778810316,0.307342531117618
"a",0.69448307220152,0.227529645782512,0.312863721297078
"a",0.647432874258011,0.261546775629542,0.346957930465128
"a",0.646379757205436,0.231381925951107,0.335771628188333
"a",0.601825831719602,0.257008977577141,0.32569820525811
"a",0.620965884805191,0.220021386267438,0.371244584011932
"a",0.683865224638296,0.199247707037793,0.262661331938425
"a",0.667661125400586,0.226756170796012,0.329833660746743
"a",0.612334262043857,0.234052061245963,0.345785883851584
"a",0.591460979199149,0.230853769594931,0.2888545262435
"a",0.638218145630352,0.252511223771955,0.329162377810018
"a",0.607398865008468,0.281645737522581,0.312338150917025
"a",0.695481974959845,0.215109920922504,0.319763671985257
"a",0.588944814819344,0.291674130196739,0.327009529623782
"a",0.684748017296608,0.171799504955886,0.3226490404007
"a",0.676209830844317,0.254911641668101,0.303173011837819
"a",0.636625626125793,0.25788248062904,0.300079235425732
"a",0.667800553126211,0.219946752990713,0.391186599054819
"a",0.708673756265271,0.183479119667204,0.345078787862971
"a",0.64142034917022,0.270300678100029,0.270875448861154
"a",0.667112066188129,0.225825601232737,0.319734722046384
"a",0.596709618736398,0.21977848030182,0.335852049892551
"a",0.585852849570627,0.300427699886143,0.337909472038409
"a",0.46871700592904,0.363169223676167,0.266383493469723
"a",0.594746550882962,0.275387842311411,0.260877573823791
"a",0.676510170956123,0.204775669853904,0.371328191036452
"a",0.64089844308816,0.234487355566889,0.329410786869005
"a",0.661467807797855,0.283687385715615,0.267254031436487
"a",0.685367459281698,0.234277164270366,0.338782232081504
"a",0.546512627560479,0.301687999630885,0.411564039062342
"a",0.537402974495796,0.266011525973455,0.349854166533902
"a",0.63475349200613,0.45380142135703,0.153595444594795
"a",0.698967837810076,0.1573923963183,0.374373985694992
"a",0.616848710101485,0.245327107903453,0.373438980382863
"a",0.620526585857108,0.283682727942899,0.329360083489912
"a",0.63299430580932,0.288079347973252,0.265929781432683
"a",0.638003660931248,0.23683383692267,0.319815572159431
"a",0.497604759862009,0.584605963065357,0.194455500228917
"a",0.577626296869468,0.178255570011662,0.413115069287671
"a",0.604671904866301,0.269799963851245,0.387232268829063
"a",0.632721202207946,0.273028162466502,0.326334998767978
"a",0.555895114420443,0.256655641377739,0.340367346153128
"a",0.616520827792512,0.258757019589966,0.329582247859072
"a",0.507501465965821,0.321264969284772,0.27264190234294
"a",0.584467973473302,0.283022126704813,0.359801504853276
"a",0.625900853691263,0.269527844888232,0.395636038190655
"a",0.658317339222766,0.246994369692839,0.308321606201183
"a",0.726918071890683,0.199939517638537,0.334506369702634
"a",0.604280323813543,0.214338910657546,0.337457284120627
"a",0.566707708335679,0.318520867340677,0.331887227642596
"a",0.571618897369314,0.289741849911936,0.312321228642736
"a",0.65292707013543,0.26771133453483,0.379160766185161
"a",0.483876386060085,0.339755897291736,0.360449544673987
"a",0.648570857397552,0.215362877131381,0.325645403101868
"a",0.602545579030245,0.280002339477126,0.341027207999574
"a",0.661469656671548,0.235994032673803,0.329130477908073
"a",0.643925062677081,0.239120875933566,0.324666682269036
"a",0.648408539551861,0.218184607308059,0.371507283165761
"a",0.488380596540141,0.408615022017709,0.356225148548014
"a",0.635216233571913,0.286274763172658,0.314838909875106
"a",0.677742300060114,0.196164326321255,0.380885070625721
"a",0.563508407930404,0.266964928837066,0.22450722139727
"a",0.586171082225654,0.283149992326463,0.310728675523357
"a",0.573993996363194,0.306285845318742,0.301663350133328
"a",0.586539026493654,0.240288269947834,0.398308883319175
"a",0.673263567206274,0.21798118816712,0.271340862370463
"a",0.658536660301977,0.20246465022039,0.356785609985038
"a",0.648537206281196,0.237657975388213,0.305962841514139
"a",0.623821105387432,0.260550760683107,0.365241525696409
"a",0.598136222364785,0.201714153356975,0.408737847349588
"a",0.690649246088777,0.182570113223951,0.357519969010878
"a",0.697007809105369,0.196620560650831,0.335186144154326
"a",0.631948252163147,0.207176447229335,0.365709283485472
"a",0.558137653466521,0.292260566725714,0.400028973021949
"a",0.563380548025123,0.271544543275006,0.391964322190466
"a",0.590717317176676,0.249208528722826,0.344777899190883
"a",0.599263448212913,0.249905563716361,0.374754096602367
"a",0.617757830298314,0.224917059952663,0.281508941040858
"a",0.560135071520208,0.241127595286467,0.381507594092942
"a",0.654417034013114,0.236072448326616,0.312263523017663
"a",0.584158725342418,0.286935974180299,0.365720572336874
"a",0.708006472229202,0.24499549090714,0.352441104494894
"a",0.650907930905119,0.205690598223487,0.365517658900986
"a",0.66474404681972,0.256600760507563,0.322374684156217
"a",0.665293569432562,0.215278194590555,0.318951392975518
"a",0.653718722305892,0.202350103337648,0.308041060807186
"a",0.667087588067488,0.2050258557194,0.293883185369809
"a",0.665781939485497,0.215346932337402,0.292744198751743
"a",0.62481590602211,0.257409487206813,0.302501082341578
"a",0.641906412158232,0.226775804415645,0.273849025077521
"a",0.654241986210057,0.206650150421146,0.287277455962157
"a",0.626090305797639,0.224746838305316,0.328204609852116
"a",0.57803396820584,0.257597493309503,0.354641092425871
"a",0.650850238293524,0.275391391566299,0.211585082071103
"a",0.566376778810666,0.290408518155641,0.334383025628192
"a",0.644138640355741,0.211972419159839,0.360669686756751
"a",0.447122484044682,0.258691102790352,0.47704120329763
"a",0.490404545572036,0.270258379983549,0.4700968158009
"a",0.688521665926481,0.224406721184865,0.312703765928491
"a",0.682730535257165,0.219163244135071,0.387848976082762
"a",0.592873309644143,0.182122090089156,0.502523523229778
"a",0.637058035690976,0.260686848106804,0.304824410336685
"a",0.42745376627023,0.419716554866106,0.309129252843704
"a",0.597498749521611,0.189689084521315,0.311145230110081
"a",0.607071863544864,0.198218144973026,0.259374417141703
"a",0.656685012270784,0.20567345411928,0.340115173174654
"a",0.618622160079501,0.301754911470004,0.333170505788525
"a",0.618144796084716,0.262566439807813,0.305557074352763
"a",0.632171684886644,0.197168145204818,0.316066773660944
"a",0.637578613833377,0.265775089592105,0.266550723651327
"a",0.621893716016923,0.251241669068218,0.165159712355393
"a",0.497694610146711,0.328031283498339,0.354718251189671
"a",0.656832018102696,0.24812810080116,0.306536605177748
"a",0.671634759086978,0.222799350260723,0.306159135727982
"a",0.636522678597654,0.248250649816983,0.379304629049526
"a",0.566972565375212,0.28475693389627,0.334221384549177
"a",0.627974295061378,0.220345071262055,0.408381896284381
"a",0.616678408526949,0.24728372961422,0.328178512935288
"a",0.596613897588402,0.210772386201945,0.435341305581613
"a",0.498368154433847,0.266043670315481,0.301197111838694
"a",0.621689006456434,0.27082733117488,0.266409881219948
"a",0.588435981029721,0.254454522785875,0.34657376488509
"a",0.687584357317335,0.244396734641804,0.28480171187554
"a",0.67426039855381,0.23825636187198,0.257753020833124
"a",0.60413861350832,0.257844742006026,0.270768273429386
"a",0.636837186216438,0.219945536232888,0.334915740353507
"a",0.488025944267875,0.345113835156406,0.304720251579408
"a",0.665029129286925,0.204568114693447,0.363475298976578
"a",0.56142465231627,0.220947486960149,0.436010993053113
"a",0.628553283425174,0.200100146123046,0.424566826466387
"a",0.615834120323562,0.233276394028335,0.325865352979065
"a",0.581858136210535,0.268202171043278,0.328720047380456
"a",0.654686643087402,0.254602723220589,0.345677536924392
"a",0.583875290827986,0.278537764838003,0.325961585036106
"a",0.669385410283595,0.225281740521323,0.298840969449675
"a",0.54101942383371,0.297821093593192,0.365843881785254
"a",0.459452771199622,0.36065793972895,0.334590988517958
"a",0.632080823719908,0.208194042640627,0.371467705538255
"a",0.566695726466825,0.29677202281025,0.219845400191517
"a",0.63488327778697,0.224430677576867,0.373139641992015
"a",0.602110675484695,0.194665354486803,0.368966090311832
"a",0.642662064100058,0.198770378704346,0.326394124628747
"a",0.583816491561368,0.252838158132214,0.36656322839541
"a",0.563051247925121,0.291361474629753,0.38636742499643
"a",0.652617016289569,0.212650493158215,0.266420920846475
"a",0.608709488919483,0.275006189751517,0.328654442166437
"a",0.569319960434677,0.155785784720716,0.490995906016045
"a",0.692616149249573,0.217939188783383,0.329766717164459
"a",0.627351713184558,0.219087626654663,0.391091170534963
"a",0.61297467426442,0.207041254754583,0.353200036382722
"a",0.603838464728275,0.230049408682805,0.38696071888081
"a",0.63638945626019,0.233277986675476,0.351777659041522
"a",0.613645525127246,0.232064487569565,0.351103433521155
"a",0.619514475138385,0.255052230906584,0.345482975909592
"a",0.554151497076746,0.237015744537781,0.383610123046519
"a",0.573875486288324,0.230985814270736,0.395334100916032
"a",0.645045858529023,0.221161211833964,0.352549619421264
"a",0.672105544766549,0.199334833977732,0.359538338322405
"a",0.614923047071559,0.250762196042783,0.342991577072074
"a",0.647198100903244,0.24721531421532,0.396211321974916
"a",0.574588770807892,0.305777650666156,0.348999330059064
"a",0.616946240981202,0.227621545236826,0.34278637373021
"a",0.594209439576871,0.227055372845512,0.301600744459384
"a",0.597883184047334,0.203209417360782,0.434458582786332
"a",0.629624846820209,0.178156162245876,0.414524483659903
"a",0.619095512322145,0.205974890352463,0.33681150938381
"a",0.636429860902087,0.164014151392469,0.385437215141717
"a",0.634174174742782,0.265042709764487,0.307526313358309
"a",0.60067034780029,0.206642126353532,0.396621320224615
"a",0.663501976318674,0.202111912069732,0.38237055040196
"a",0.602685854722873,0.2802303749088,0.357612752345245
"a",0.58200959537823,0.224283094132755,0.317751950831392
"a",0.577392342838528,0.234599182624916,0.407903660930148
"a",0.710575629501338,0.210603524035807,0.375246374271122
"a",0.62359930433239,0.232326741590864,0.353589982094004
"a",0.587356245566851,0.244129540913076,0.343028092072558
"a",0.631956977914988,0.201270280431677,0.359761358031006
"a",0.637686053666143,0.222737855052633,0.326673105926465
"a",0.638399267233341,0.245136127004426,0.424765437785106
"a",0.72480805355852,0.191956734159484,0.320094147538838
"a",0.570816714725151,0.226873850772867,0.375594991411388
"a",0.677070206681151,0.195485522826599,0.413879868612852
"a",0.654934473274824,0.241322502153309,0.3526049972885
"a",0.604930331753685,0.295962697139182,0.333889357513932
"a",0.560668554627571,0.265425786967655,0.274207072399389
"a",0.579257115803268,0.285122988232599,0.372104446921319
"a",0.601375867850455,0.265197783048853,0.32128706987756
"a",0.572554974870864,0.258056215374229,0.369522235774944
"a",0.64972598494401,0.230770584079978,0.326776241651893
"a",0.616176070842591,0.231042268318333,0.322800576031981
"a",0.499968065912283,0.324997880368111,0.466065745880923
"a",0.621696461523227,0.231474260656785,0.339199349599836
"a",0.609374651841031,0.198617197771583,0.403007529962466
