"i_y","i_z","i_x"
0.247782025,0.8525925629,0.0772596534
0.2890090983,0.8902648541,0.1132260207
0.2809115572,0.9276283601,0.1033800718
0.2769892112,0.8958673832,0.0982072337
0.1856374491,0.9370947829,0.103548503
0.2512900629,0.9425965361,0.0741212894
0.3056644448,0.8461732586,0.1155566838
0.1681678714,0.9821042469,0.1054628689
0.1300342531,0.937509356,0.1889392636
0.1949124836,0.9470303252,0.1193869473
0.1822482829,0.9875978254,0.1279559564
0.163450659,1.0137407713,0.0586478254
0.1691068467,0.997795655,0.1159886434
0.2978537669,0.8667526829,0.0858393112
0.225813092,0.7782117218,0.1753877109
0.2001307597,0.8351084979,0.173632395
0.2373050933,0.9374086214,0.1500910314
0.2270141548,0.8683357299,0.1058786366
0.2872756849,0.8477530963,0.1383220451
0.1492589743,1.0377361566,0.0727225288
0.3556694507,0.8108475844,0.1482317482
0.2563233876,0.9241866164,0.1411828523
0.1522570124,0.9647370759,0.104085824
0.257428752,0.9028046283,0.0987739879
0.2880055076,0.8595825415,0.1140508176
0.1431111677,1.0304713312,0.0897690749
0.2158576824,0.9427792336,0.1264027787
0.0847345567,1.0939459371,0.1372033488
0.2516672668,0.8199371626,0.1719501661
0.1483598618,0.9558655828,0.1423585305
0.2235038338,0.9392351501,0.1146303499
0.1472243273,0.9359691777,0.118592531
0.1457224906,0.9717018982,0.1394488041
0.2781870965,0.8018581018,0.177803912
0.2223205421,0.866346524,0.1582429564
0.2856044359,0.8344328797,0.1097229505
0.1635754874,0.9248123022,0.1525259655
0.2645775796,0.8954614535,0.1186535094
0.1548681337,0.9822530595,0.0851383634
0.257065703,0.9185436645,0.0891345224
0.2697560935,0.8159610475,0.1074666285
0.2243519131,0.931590239,0.1163155325
0.2051779914,0.9570736746,0.0857637035
0.0828253885,1.0275408239,0.2055514456
0.3287007068,0.759130904,0.1106918842
0.24934865,0.811905838,0.1184178176
0.2181421517,0.9474417289,0.1030291131
0.263720589,0.8299136694,0.117613408
0.1841637771,0.926499152,0.1144151086
0.2197076518,0.8864559963,0.1083897317
0.2520101032,0.8716112107,0.1398973578
0.3259796329,0.8651165043,0.0921096364
0.1742783612,0.9335301687,0.0955294411
0.3449893214,0.7948800214,0.0719948549
0.22519848,0.9103813501,0.0544869961
0.1824238674,0.983086582,0.0785347717
0.2768767774,0.9334751571,0.1116517175
0.1959086573,0.899807572,0.0978943255
0.1631937563,0.97299401,0.1170711477
0.3135618478,0.8249647502,0.0785674797
0.2228304546,0.9190450871,0.0923641011
0.1766036087,0.9309061996,0.1296513287
0.3121262451,0.8411419179,0.0673853529
0.2937147345,0.8356473644,0.1325059359
0.3500371668,0.6993566859,0.1119758381
0.2736853155,0.912611204,0.0859853285
0.1947358622,0.8738129101,0.0685937867
0.2957563858,0.8936209476,0.0609034298
0.2070568046,0.9818759608,0.085795568
0.2996694321,0.9105170583,0.0963110522
0.2306959641,0.8694109203,0.1070186691
0.346666345,0.8209124976,0.1180693943
0.2523267038,0.8709136683,0.1119630629
0.1925979607,0.925526368,0.0987940505
0.2602434504,0.8564853761,0.0976950617
0.201544345,0.9705831189,0.0964094907
0.2749968963,0.8136298589,0.1103606652
0.2849405527,0.8740168258,0.1030157553
0.2213701748,0.9353186535,0.1260159817
0.2890980485,0.851014535,0.1189349246
0.3163792769,0.8835586929,0.0784657743
0.2991625875,0.8232870342,0.1162390647
0.336703283,0.7915989929,0.0931483557
0.15892152,0.9345551647,0.0913915711
0.2998073092,0.8820635503,0.1113946022
0.2208338459,0.9314162122,0.139982892
0.2517563313,0.868132339,0.0472019689
0.1378541847,1.0387261196,0.1271184392
0.2877796997,0.8847927811,0.0768433977
0.3119832379,0.8713000315,0.0641928016
0.2831986727,0.8792206761,0.1173414156
0.1316142615,1.0470168468,0.0490440087
0.1503766756,0.9611203121,0.1580107288
0.1199972291,0.9890364014,0.0913733054
0.2124241648,0.9118182213,0.1315680156
0.2748539188,0.9086751692,0.0852535994
0.1943868053,0.9644736065,0.1175505261
0.2340733661,0.9249523449,0.0990582756
0.2212014315,0.9387339502,0.0904860314
0.2759802579,0.9092121537,0.0879565061
0.2020483737,0.9609210936,0.1005741783
0.2819826677,0.8289916874,0.1037366027
0.1375694944,0.9338028701,0.172562337
0.2896319791,0.743028258,0.1530571781
0.1934715035,0.9454382823,0.1376011488
0.1640346397,0.9621881967,0.0996969594
0.181803489,0.9937276532,0.0876615575
0.1841717193,0.8657452642,0.0819655164
0.2523957004,0.8966990232,0.0981149267
0.3081917668,0.8150920221,0.1061904258
0.2301504137,0.9479837217,0.1347184904
0.2227933781,0.9418399696,0.0849380293
0.10201225,1.048323983,0.0641620421
0.2761579752,0.8588093421,0.1257167428
0.1696943926,0.9624207134,0.0683791104
0.1344868298,0.9869374356,0.1051416256
0.2652732878,0.8637065612,0.115975658
0.1723481908,0.9376058668,0.1127161719
0.2329563857,0.8986571666,0.075896102
0.1924736819,0.9562760554,0.1036943023
0.2646978337,0.8174460046,0.1935515513
0.1564357198,0.9398643636,0.1175505006
0.2828268208,0.8810023164,0.0512234101
0.1501732077,0.9483642376,0.1684312333
0.2757776632,0.859816003,0.1641444898
0.2612750692,0.9045853219,0.1030956479
0.2079113029,0.9466003854,0.0942553971
0.202534188,0.9794645683,0.0784119608
0.2606405641,0.8747078472,0.1487861916
0.2396151614,0.8866966964,0.0855241144
0.1650291632,0.9066656604,0.090344412
0.3542844712,0.7914087319,0.1330103875
0.2488464109,0.9086750094,0.085203426
0.298513296,0.8947898742,0.0963160533
0.2013711392,0.9670135721,0.1115027383
0.160621946,0.9735878524,0.0823519215
0.1519011757,0.9581641055,0.1101679634
0.324452978,0.8616457251,0.0811854113
0.2687394858,0.8588254177,0.150104976
0.2873415915,0.8526502007,0.0860225306
0.1117102592,1.0139763728,0.0842583177
0.2397101488,0.9481169436,0.1209930658
0.207547508,0.9698646558,0.0920978834
0.2557730815,0.8068260439,0.1787303177
0.1299058566,0.983555145,0.0909492959
0.2598166627,0.9224902556,0.1142702414
0.275504564,0.8464954299,0.0844846251
0.300410995,0.8175521437,0.1297463657
0.2747141155,0.9281963534,0.1217564122
0.1627765105,0.9253002215,0.112486038
0.2181715472,0.9125496082,0.0894124851
0.1606955048,0.990835062,0.1043423056
0.3679089357,0.7886394762,0.0756459094
0.2287543688,0.9370903892,0.0734923947
0.4025970816,0.7633614741,0.1019889884
0.1892193853,0.9746024155,0.0909697483
0.2826719379,0.8918659649,0.0440058135
0.336970189,0.7551569188,0.1314057895
0.2547572869,0.8616815495,0.0708479964
0.1362457922,1.0251805105,0.0886478502
0.2239214106,0.9358164323,0.0701763275
0.3010360589,0.8126216951,0.0766068913
0.2720857301,0.9173973835,0.1144048572
0.1341462148,1.0106856959,0.077450893
0.10563105,1.0257102521,0.1360099914
0.2046197464,0.8638503653,0.1277922848
0.2186282325,0.9486225857,0.0703451144
0.3083219994,0.8087615815,0.1022004559
0.2935677913,0.8775131651,0.1146411963
0.1388843555,1.0106926573,0.1066618857
0.3162061043,0.8083833284,0.1156767942
0.2574416165,0.8806071183,0.0951078634
0.1742137109,0.8914147357,0.1169152645
0.31153546,0.8534905646,0.1113337286
0.3095510346,0.8067631673,0.1161171514
0.1219619335,0.982971263,0.1265565307
0.3846420615,0.7501132749,0.1057296297
0.3156050581,0.7954690396,0.1425943397
0.2648887129,0.8820175731,0.1050406538
0.2809828504,0.8750720652,0.0819965806
0.2608428904,0.9145630853,0.0560392325
0.3173987399,0.7839390178,0.0935190002
0.1271623033,1.0230574457,0.1082214441
0.1929098693,0.9775747667,0.0839987218
0.2561223952,0.85014707,0.1408193885
0.184001193,0.9632729068,0.0767475762
0.3035549396,0.8456885554,0.1046897423
0.3011399247,0.8745044848,0.1594356989
0.2702732938,0.9023819402,0.0840456076
0.2076159484,0.9551551632,0.1034526492
0.3486837646,0.7900892138,0.0850673216
0.3067439926,0.8604264494,0.0823993488
0.2682985777,0.8164737226,0.0994928968
0.2332188615,0.8639661547,0.0781601196
0.0987360908,0.9949077909,0.0859274633
0.2414690674,0.9380504954,0.1138372066
0.2768966493,0.8164644681,0.087568674
0.3455465476,0.7977193255,0.1086754011
0.2029070973,0.8996174439,0.0819975911
0.0879113977,1.0656086496,0.0560612128
0.1702760471,0.9307033257,0.2171467946
0.332080985,0.8286099224,0.1232682277
0.1620007101,0.9673381094,0.1306487552
0.1903295014,0.9542675128,0.0706603572
0.2577817068,0.8990332638,0.1155173985
0.2397469911,0.8922471922,0.1342829676
0.3167584928,0.8642262055,0.0798231547
0.1601744895,0.9751497769,0.1633130799
0.3109608138,0.8570322946,0.1131650763
0.2550013545,0.8869497917,0.0721960785
0.1384630842,0.9678941681,0.0839715307
0.1829268407,0.9227643882,0.112509789
0.2194213497,0.9170453207,0.1229269248
0.2704377979,0.8792498761,0.0764313231
0.222845915,0.9615109772,0.1177902937
0.3778672927,0.7729994349,0.1031369513
0.2131398694,0.937225001,0.0998151285
0.1864477546,0.9746483584,0.1288182741
0.1148012754,0.9901268635,0.1296334928
0.1552424443,0.9601847502,0.1320108541
0.2602094148,0.9140232459,0.0810775798
0.2441018406,0.966342637,0.07914509
0.1449475997,0.9872645608,0.1284175757
0.2741211654,0.8700627467,0.0840776703
0.3566247521,0.7678058499,0.1097768585
0.3029202937,0.9114610432,0.0951126925
0.2390857841,0.9085208374,0.1001066102
0.1170531338,0.9267697499,0.1368464039
0.2534970371,0.8983345573,0.063959712
0.3061538596,0.8264378859,0.1177553622
0.2045306758,0.9321310863,0.139592833
0.1640234297,0.9918594487,0.1408672291
0.2485062092,0.9365201619,0.0765536136
0.1860729523,0.9300304047,0.1543009331
0.1775118501,0.8586330936,0.2163722976
0.2324473664,0.8949334977,0.1227293658
0.1246819357,1.0073814933,0.0741852728
0.1887942298,0.9461635124,0.1119483601
0.2505035061,0.7820853488,0.1244352307
0.2007005503,0.9383974729,0.1055053314
0.2951566417,0.8045050899,0.0960913442
0.1854810354,0.9736444089,0.1445669926
0.1610354602,0.9606148593,0.1128135146
0.1690541616,0.9755818722,0.1188448071
0.163602758,0.9777124419,0.1366883009
0.2870703134,0.8629383086,0.0981631441
0.2694466217,0.8856075298,0.0621243742
0.3065002401,0.8255405773,0.0422181617
0.1181727571,1.0906254829,0.0531902914
0.1445456934,1.0276953585,0.136583922
0.1937649838,0.934814551,0.0845337951
0.1414009646,0.9446835184,0.1401163428
0.2084285792,1.0025916326,0.1005336899
0.1861495934,0.9924837411,0.1148035912
0.3121930394,0.7751160164,0.1185850316
0.1488650778,1.0073695648,0.1126508435
0.1260096734,0.9964214427,0.1245378514
0.2027707401,0.9408980763,0.125845593
0.2165087935,0.9097111414,0.0776408674
0.2686955916,0.9228658373,0.1019978642
0.2513525064,0.9514963484,0.075815437
0.2284751446,0.9731116618,0.1040810509
0.256113905,0.9059655692,0.1039963496
0.2221215332,0.9377783255,0.0903566769
0.2392492334,0.8667475987,0.0957065482
0.2756527998,0.8467029402,0.0826498005
0.2508284058,0.8925348292,0.1033060439
0.235716789,0.8978306886,0.1154002446
0.2148149152,0.8965769649,0.1044937544
0.3147039992,0.8395408723,0.1129436737
0.3230785448,0.8689273114,0.0992468092
0.2453230488,0.9117986019,0.1099615732
0.1916612634,0.9623505887,0.1728683741
0.2799520535,0.7859465862,0.0839593561
0.3617942975,0.828957337,0.1264327782
0.3011626236,0.8557256711,0.1765757167
0.2396600959,0.9339584482,0.0894316203
0.2709703788,0.8918375354,0.0654827469
0.2214740949,0.927306914,0.1439284744
0.2763350736,0.899387499,0.079417539
0.2748315198,0.9193439125,0.0492997451
0.2647267585,0.8791573415,0.0876242373
0.2703510476,0.8997347379,0.0868722439
0.2451468877,0.9688975483,0.0856090345
0.3068465081,0.8569990998,0.0866784255
0.2880021835,0.9319565012,0.1474401518
0.2153301418,0.9480519248,0.0532942285
0.2466865795,0.9759401088,0.0450640345
0.2648202,0.9111060007,0.1479036504
0.2905665725,0.8500053885,0.134922968
0.3325185459,0.8530453293,0.0689880851
0.3122574359,0.8327342542,0.1172181327
0.2901139784,0.8901760971,0.1129891872
0.2107126523,0.9383830516,0.0945657064
0.2486709466,0.8490002242,0.1254157002
0.301931565,0.8753430578,0.0790799404
0.2193379577,0.9396911557,0.0627953905
0.1980230959,0.9876587243,0.1300389326
0.2635795244,0.8572159309,0.1201259029
0.2443361562,0.9055264978,0.0942441259
0.2947620124,0.8843943323,0.067093987
0.2837300435,0.8881447587,0.0469843063
0.2242306637,0.8957084662,0.1348944604
0.2375066722,0.9316692668,0.0803596326
0.2278311591,0.8953740461,0.1191083144
0.3233681936,0.8484342189,0.0877342422
0.2588333302,0.8513666947,0.0515112762
0.3316684744,0.7602752528,0.1399909025
0.2142583873,0.9473869279,0.1114774681
0.2435511867,0.8174130128,0.1407135478
0.3182451655,0.8100115938,0.1309572459
0.2471796701,0.9312081055,0.0767652674
0.3135231337,0.8555235782,0.0873143039
0.1646076519,1.0507070186,0.0930318834
0.3364871059,0.7613218538,0.1423281253
0.2896950916,0.8949672362,0.0854863979
0.3133741213,0.85239467,0.0915684116
0.2409343459,0.9369817545,0.0844444947
0.2559028056,0.8341729435,0.0911888815
0.2434014372,0.9173332183,0.0787856026
0.2640408348,0.8108265097,0.1363498563
0.3179513642,0.8076001129,0.0769128726
0.2408619559,0.9938248952,0.1081553418
0.2714383395,0.9374414843,0.0710082381
0.3071456484,0.8810881939,0.12024622
0.3312155694,0.8321192267,0.0915563486
0.2764233429,0.8787578497,0.1202615492
0.2448158727,0.8483280996,0.1971619587
0.3251474746,0.7929574217,0.1323224092
0.1923960355,0.9807817841,0.0861953259
0.2517269426,0.8827298674,0.0990116949
0.2040801881,0.8921334041,0.1696190371
0.2632430467,0.8582463579,0.1014403765
0.2465820727,0.8537891339,0.189824322
0.3171974058,0.7972128131,0.1348884301
0.2223835957,0.8762090766,0.0967559625
0.2342339505,0.9124187934,0.1150051977
0.1996912742,0.9813690005,0.0678619138
0.2866726339,0.8797646006,0.0758662896
0.2854899803,0.7574679229,0.2023610038
0.3267268447,0.8013897093,0.1038371525
0.2549911209,0.9020199668,0.1234206545
0.3238778533,0.8617344581,0.095380507
0.3079437148,0.8446142454,0.1077814306
0.1773280022,1.0070014976,0.0516670389
0.3628571302,0.8152376879,0.1090429148
0.2095889305,0.9182961608,0.1298805616
0.2573069516,0.8841682742,0.1334165395
0.2082699443,0.9798656201,0.1323965636
0.2726313768,0.9569668175,0.0982803482
0.2880424128,0.9204975403,0.1045195807
0.2550458078,1.000684302,0.0721162408
0.2227456655,0.8746149274,0.0534651291
0.212115544,0.806518086,0.0905925017
0.4075062623,0.3200262989,0.4347699959
0.2813362029,0.8659726648,0.0987296916
0.2595554597,0.8771602055,0.0520778825
0.2963976056,0.8735847959,0.1038764496
0.2411264116,0.8606502114,0.0878223802
0.1879632398,0.8682170926,0.1933832259
0.7079786821,0.4079233229,0.232880058
0.2608179733,0.8062001183,0.089888283
0.2399511417,0.9768754283,0.0203687718
0.2410726177,0.8926277003,0.1266685904
0.293967116,0.8012954847,0.144939898
0.2694995008,0.9160618003,0.069605011
0.206334391,0.9462827894,0.0607499669
0.2387608474,0.8444689566,0.1821172146
0.2495928279,0.9071107195,0.1199015798
0.2347505253,0.9245443253,0.1222938513
0.3553254741,0.8775095416,0.0839905983
0.1761021348,0.8686522138,0.1909921236
0.1358293245,0.9735182758,0.1285381698
0.298396573,0.7818298911,0.1257400551
0.2596099379,0.900566224,0.0977846189
0.2092165538,0.8099768159,0.1809168823
0.2273226387,0.9193710371,0.0531438824
0.2068319202,0.9177081816,0.1502921936
0.3336625155,0.8793564872,0.0955392496
0.2660694794,0.9166884591,0.107812721
0.2736757502,0.8789309823,0.0909480384
0.199004594,0.9645941726,0.0895776631
0.2807273485,0.8539399293,0.1351042935
0.2358441108,0.9287010389,0.14103332
0.2492259429,0.896364452,0.1013788439
0.2876658324,0.8241814305,0.1287866298
0.2458087856,0.9655778163,0.0950554554
0.2079258294,0.9500931618,0.0664642872
0.2177223438,0.9103616327,0.1562949592
0.2384339494,0.90570149,0.1470442883
0.176193948,1.0007723701,0.1090301203
0.2292113664,0.9347242857,0.0969212103
0.2000854994,0.8732619428,0.1700279779
0.2568969176,0.9167628297,0.1263123335
0.202899375,1.0310678273,0.0894868873
0.2589598968,0.9244955038,0.0496612986
0.2251145455,0.8731267024,0.1162256219
0.311122109,0.8151403443,0.1095451203
0.2038083685,0.8875960688,0.0658573654
0.2416062247,0.8983740822,0.1531584039
0.2353535841,0.8932235178,0.1230203276
0.2451147989,0.8484531457,0.1124915465
0.2285917686,0.9474571675,0.0730104916
0.2099620367,0.9969566396,0.0708772116
0.2982592939,0.8559701788,0.1279689469
0.2346490359,0.9438324356,0.0933896648
0.3056627988,0.8407800384,0.0919007656
0.3167310166,0.8957544924,0.017982564
0.3484416698,0.884639052,0.029660853
0.2240532451,0.9325776705,0.109259993
0.2057881567,0.8969094832,0.1935472515
0.2436677411,0.9840873993,0.0678926121
0.2996606645,0.7658444038,0.1564885301
0.3058172156,0.8514889581,0.1287968257
0.2518842566,0.8846808483,0.1277320541
0.2370602443,0.9087153997,0.1107676947
0.2640376582,0.8869266723,0.1590855031
0.2587786695,0.8210235342,0.130998363
0.1722496433,0.9372157857,0.1663834072
0.2305679967,0.9237101555,0.1007708352
0.1302493003,0.9671023522,0.1012664619
0.2298491424,0.9502467273,0.0913146874
0.2600587582,0.9356714871,0.0969962776
0.2555075802,0.8375939972,0.0400937578
0.2486498556,0.9033812519,0.0833866702
0.2574677116,0.9721929573,0.1081979305
0.2379856955,0.8518193102,0.1146309352
0.1130057679,1.0668853674,0.1061846599
0.2649534466,0.8350111935,0.1138138277
0.2460610001,0.94935983,0.1250205398
0.2596645711,0.9148078537,0.0861496886
0.3194637504,0.792489346,0.0984540096
0.165579523,1.0096740634,0.1260592371
0.2330291201,0.8657616842,0.1451492361
0.2496499949,0.9115496726,0.1474870944
0.3259153164,0.8580887974,0.0405093735
0.2392425365,0.8842689449,0.0584404578
0.2509459359,0.9371506699,0.0542474775
0.2293829129,0.9670839128,0.1344901023
0.2587727055,0.8866016486,0.1418844708
0.2100347436,0.9783675272,0.1194835179
0.2455025175,0.9093245227,0.1324132431
0.186198308,0.9605826989,0.0830571566
0.1887793299,1.0257774144,0.0806095367
0.3129834328,0.8334000526,0.1036750091
0.2937636563,0.9221417445,0.0655505388
0.3023002748,0.9201971083,0.1122547879
0.2086658422,0.8908002403,0.094882474
0.1395119002,0.968668493,0.1703175621
0.2209387841,0.8812126849,0.108980778
0.285440563,0.8990699217,0.1326899471
0.2868258254,0.9019363489,0.0442407072
0.2808400997,0.8072962682,0.0841615312
0.2395848919,0.9104411467,0.0829841382
0.2509122651,0.9724689662,0.0820503903
0.3088845831,0.8994262489,0.0984222262
0.1523809057,0.8894114656,0.0627777459
0.2482032911,0.9339276166,0.04192735
0.3153559478,0.8261759224,0.1247287539
0.2281860804,0.9884786249,0.1027969658
0.2278593088,0.9574932713,0.1049094856
0.3297076396,0.8145923307,0.0937464687
0.3454193548,0.8440669196,0.1308554557
0.1855100835,0.9045128322,0.0933288666
0.2115980526,0.8935717186,0.0828542856
0.2779192626,0.8787618111,0.1203536139
0.2475409342,0.8687772582,0.0697206293
0.2757842057,0.87295214,0.1517043616
0.266622514,0.878640443,0.1126481819
0.2309233874,0.884586197,0.1114734101
0.3624732827,0.8336862783,0.0698656658
0.2931345649,0.8605952163,0.0656786802
0.2503065443,0.929510272,0.0923249758
0.2559568017,0.8710552809,0.0580306006
0.2726750594,0.9327551051,0.0731175088
0.2386013426,0.9598392921,0.0324699414
0.302280808,0.8920338378,0.0919228415
0.1614433499,0.9088963743,0.103486087
0.2298890225,0.8986992191,0.0809654699
0.2157654476,0.9520265677,0.1381057701
0.2753362162,0.9354313953,0.0990002116
0.3450003303,0.8332946951,0.1510480449
0.3050127594,0.8897663922,0.1517408688
0.3044566169,0.8591081333,0.1132570873
0.210983485,0.9959717931,0.0268665629
0.2928379568,0.8215304786,0.0767406582
0.2368396697,0.9301376366,0.1111348424
0.1134589993,0.9779530596,0.0922658435
0.2890387984,0.8776265792,0.10102392
0.1856579508,0.946867882,0.1568805326
0.2885106279,0.949313165,0.0271842065
0.2197047754,0.9345601661,0.1292452422
0.2406885828,0.9768580374,0.0560930263
0.3040554546,0.8509094541,0.09591506
0.2028355768,0.8915683868,0.0647720475
0.2066159523,0.9496369498,0.0662348012
0.3639536087,0.7981687148,0.1200772066
0.8363700323,0.2840904668,0.1729209733
0.1938120739,0.9497277353,0.1379534675
0.2479080985,0.9197998283,0.0629991984
0.2991054596,0.8627907612,0.1286818783
0.2600006372,0.941940866,0.0781923453
0.2928764952,0.876838416,0.1250125261
0.2064570707,0.8541109514,0.1552775865
0.2292526866,0.9513075315,0.0706589598
0.2306351442,1.0031634315,0.0724031619
0.2574871772,0.9024989994,0.1036674046
0.2572216837,0.836965486,0.0809919158
0.2329181328,0.9712330626,0.1222094786
0.2845235432,0.7939420465,0.1320489756
0.2520439346,0.9018069859,0.0700795699
0.2652411017,0.8876269325,0.123030859
0.2373107015,0.8875135459,0.088768273
0.1813991969,0.9862509024,0.0909865374
0.2184359732,0.9114344481,0.1069590663
0.2074724381,0.9356434633,0.1271774606
