"u_y","u_z","u_x"
0.409412664,0.2525809397,0.4785906786
0.2758633305,0.3565209418,0.5140281676
0.39928498,0.1659684316,0.6485602415
0.3172839929,0.3079170845,0.5674070459
0.2996881434,0.3354664596,0.5368118855
0.2052228604,0.3446904829,0.5881319874
0.2455582789,0.3322605763,0.6127778357
0.3742212832,0.3282234279,0.4564894907
0.3493869192,0.5852687757,0.3005015237
0.1503603023,0.5522189652,0.417954435
0.356052984,0.6087642042,0.2583809819
0.3090084261,0.3630576317,0.502832508
0.2994131265,0.3627487995,0.4929650146
0.4322550434,0.426735931,0.3480641885
0.3092704116,0.2526818441,0.6603469291
0.3943654999,0.5664815659,0.2437141984
0.2744000101,0.3620756439,0.408446958
0.2931645938,0.8345483158,0.2102682523
0.3126566466,0.3310107833,0.5190621167
0.2177724989,0.4841490385,0.4473071962
0.2562113595,0.2594944787,0.6132329513
0.4144501464,0.2389011082,0.4953957062
0.2691801288,0.3900461328,0.542614507
0.1895928917,0.3912682399,0.5693358609
0.2385602618,0.3807820429,0.4914404825
0.2977015338,0.3309512734,0.5234645071
0.1522202744,0.3809709693,0.6232913062
0.1482290797,0.4351644977,0.562354005
0.1712188889,0.5751057,0.4366459651
0.347118463,0.3758036351,0.4208474641
0.2787309323,0.4227967538,0.4929228144
0.3286189412,0.2994814575,0.5278647231
0.1600208367,0.5152211298,0.4591974085
0.2704189254,0.3353962321,0.5454368224
0.3028584473,0.3500431559,0.4859556757
0.3543645417,0.4116837183,0.3441747076
0.3054270662,0.3491119744,0.467030121
0.3786876769,0.5782340419,0.309515078
0.3092982578,0.3406740231,0.4908827334
0.2799297608,0.2695118881,0.5764043685
0.330039255,0.3362533943,0.5596638523
0.2763314262,0.3731620617,0.5088354492
0.2330260027,0.4135526508,0.5061202457
0.3042802833,0.3485184052,0.5385885934
0.2558670308,0.4256114875,0.4238611832
0.3267685363,0.3206620769,0.4931260684
0.3311743736,0.2580321,0.5280576146
0.2976539596,0.3029469843,0.5982679182
0.2711541701,0.3979062523,0.5731949698
0.2194820155,0.3872830539,0.5047300232
0.3174902096,0.3621714843,0.4919017859
0.2195733824,0.3578280593,0.5395205536
0.3043062687,0.3307765247,0.5091945655
0.1813832479,0.4097905824,0.5537457167
0.5581672897,0.5706201981,0.1109989249
0.2343147905,0.2407801386,0.7145774666
0.3272719627,0.3456664298,0.4723180758
0.2756925952,0.4452949801,0.504409564
0.2603396376,0.3470164073,0.5120937676
0.2839206754,0.4358633293,0.4872318707
0.3257112707,0.282325866,0.5044455595
0.268244621,0.3837960147,0.5888428188
0.3050325377,0.3116458695,0.5374451768
0.2963484972,0.3367644233,0.5417952938
0.3667075275,0.3280708529,0.4991160613
0.3600002632,0.2872143071,0.5720018254
0.3321508991,0.2999958181,0.5489030018
0.2419031476,0.3389997187,0.5178385297
0.3337152748,0.3728326873,0.4592954851
0.3081959491,0.4353696702,0.4175825806
0.3084126803,0.3431305392,0.5226925853
0.2239580207,0.4225682992,0.5067868457
0.4611530974,0.0521117372,0.7224285719
0.2519711573,0.338131536,0.5186791547
0.2438676938,0.3606037275,0.5179429977
0.2968834305,0.3339078269,0.5159404214
0.1703907013,0.4966425172,0.4866941258
0.3499999465,0.2483101259,0.5028673222
0.3195425866,0.3814727456,0.4420100479
0.3163745503,0.2892974402,0.5573083801
0.2838254164,0.3568493931,0.5288852674
0.3136164396,0.3199892954,0.5158013176
0.2604815424,0.3397832889,0.5102200799
0.2973180725,0.2217350741,0.6240773807
0.1699461864,0.4519161278,0.5086759098
0.3554523938,0.296457246,0.5048298043
0.3356925193,0.2545646048,0.5412360516
0.304493688,0.35422282,0.4812508178
0.332461246,0.6937163742,0.2755536201
0.3614306832,0.1306405407,0.6492120134
0.2870803049,0.3158515339,0.4778719709
0.3288071904,0.2938438388,0.5593557751
0.3563629087,0.4461940598,0.4272625757
0.2160941518,0.3573703176,0.5953781821
0.1858949343,0.4873415649,0.4337651316
0.2794744945,0.3833349513,0.4360841162
0.3051345258,0.4559276933,0.4114196583
0.3032562299,0.226974218,0.6137749779
0.2694051202,0.3908835581,0.520902633
0.3284680698,0.1952104839,0.6730380698
0.2697785705,0.330271152,0.5785509308
0.3108171682,0.2972260723,0.5603982665
0.2478801852,0.3456216008,0.4961270758
0.3505648025,0.4035475423,0.4244626896
0.3422235958,0.2631788699,0.5049520268
0.2772676433,0.2567682343,0.5855212007
0.2780122102,0.3884451462,0.4844030732
0.2978635543,0.3416746505,0.5236186892
0.2493291806,0.2916762069,0.6218591136
0.2685305448,0.4179763688,0.4454796918
0.3100681045,0.3042856299,0.5178664632
0.2645437146,0.4160091308,0.5451475477
0.144484419,0.5031588414,0.4928834266
0.1501760378,0.4518215051,0.5422230522
0.2552586529,0.3020029918,0.5894173802
0.2748045407,0.3241522875,0.5752009144
0.2377216956,0.5691428791,0.412637006
0.3295799671,0.3571959242,0.4588591386
0.213312908,0.4009369267,0.5392244962
0.269813356,0.4169798563,0.5042142863
0.2752624611,0.3814794848,0.5272883665
0.337348089,0.3228871736,0.5436597823
0.2538498772,0.3579266699,0.5708541057
0.319186431,0.5996020254,0.2793925215
0.2075666478,0.57080217,0.4486778631
0.3226395848,0.341164497,0.5080357979
0.2415874504,0.4071287434,0.5202468938
0.2984516436,0.2852943942,0.5752235543
0.3009210074,0.3170126513,0.5447464283
0.2508610929,0.4166641446,0.5085898675
0.2261219594,0.4463058156,0.4390365094
0.256683806,0.434785762,0.4791111817
0.3298658727,0.3138746888,0.4558973554
0.2553925051,0.380110762,0.5375079309
0.3120865076,0.3586296796,0.5531144315
0.2218068039,0.3628963623,0.6275524214
0.3095557952,0.2313269193,0.6228405972
0.1979740975,0.4612451472,0.4996440066
0.2935559353,0.3718159661,0.4431538089
0.290173037,0.39846361,0.4549488649
0.3949276003,0.2890616823,0.6225746807
0.319019583,0.2228380087,0.5473568521
0.3215460494,0.2720159022,0.5867623226
0.1976022175,0.3939611982,0.5883069712
0.4485596081,0.6257685874,0.2178192594
0.1451350942,0.4435408572,0.5226182754
0.254482616,0.4156641654,0.4662563594
0.2994050688,0.3402111867,0.5968707041
0.3091757919,0.3155448183,0.5402958524
0.2263145443,0.3938359319,0.6037211944
0.2189682598,0.3740370306,0.5675517233
0.2912124098,0.3923443709,0.505585404
0.235817122,0.3620941491,0.5089355023
0.4086961531,0.1794492197,0.6244213218
0.293944637,0.3782713697,0.5138615358
0.3836842863,0.2385133353,0.5623975279
0.4215091668,0.563244046,0.2727890755
0.3746164388,0.7529914531,0.164187315
0.3541351847,0.1437020121,0.6595521251
0.2777766594,0.3906165866,0.4846160664
0.2662203628,0.2744628715,0.6047631879
0.3283526453,0.2262583703,0.5654452038
0.3556823865,0.3336549926,0.4723658744
0.2855438003,0.3335878153,0.6120354671
0.208303358,0.4447265216,0.5355190571
0.1240007802,0.4292551803,0.5938922976
0.3039103595,0.2007988518,0.5991688518
0.3171331901,0.3579608616,0.4807186325
0.3116421841,0.3187142411,0.5325222542
0.3658246947,0.2791677485,0.5346311906
0.3050408516,0.5049874333,0.3353839458
0.322226981,0.3136491376,0.535804437
0.2907352338,0.3506495713,0.5184661476
0.3394379231,0.5815377698,0.2926914205
0.3279905143,0.298978155,0.5864320338
0.3441025048,0.3264059588,0.4554593103
0.2541046355,0.3977921106,0.4939041008
0.3049091718,0.3114181417,0.5634826832
0.3603598809,0.2100388615,0.5802559888
0.2431548021,0.376300824,0.515105843
0.3568731214,0.2840703167,0.5582716313
0.2651054367,0.4559221232,0.451408695
0.1921333377,0.3655871554,0.5960495292
0.2229940049,0.3186052941,0.5944715312
0.3165464387,0.2808771103,0.62414688
0.2947478421,0.3439349732,0.5450655868
0.3115197045,0.3203546584,0.4968613739
0.3422187032,0.294079392,0.5149997907
0.3062545665,0.2646744961,0.5565266877
0.3046417491,0.2685245131,0.7008258416
0.2785300907,0.1963160585,0.7014164044
0.3404947132,0.1970601755,0.6040500077
0.299651025,0.3471753387,0.5767505474
0.3359189717,0.298432015,0.4538127259
0.280064645,0.355420855,0.5042220199
0.1609864674,0.3966073921,0.5934599176
0.2998820884,0.3048115136,0.6569358445
0.30246939,0.3671666569,0.503144873
0.2718660934,0.3380846711,0.5200504747
0.2199652544,0.393636567,0.5012494806
0.0907357681,0.5431557196,0.552283109
0.3317605943,0.1061003169,0.716872043
0.2751281119,0.4758540568,0.3982455479
0.256584619,0.3858631423,0.5250929629
0.1938952474,0.4036434401,0.5882093327
0.2998746951,0.3176926637,0.5017949251
0.3124098925,0.336499302,0.4629004868
0.2519216236,0.4130826814,0.5086375081
0.2001658993,0.3381377733,0.625634938
0.3150452106,0.2279688258,0.6398411051
0.3040838687,0.2908699144,0.5733693297
0.273909078,0.2826587586,0.6079488429
0.3751793452,0.3553395663,0.4138803318
0.2242968955,0.4024190226,0.5463218364
0.31383976,0.2952428957,0.5870132277
0.3667094165,0.3149798137,0.5806961183
0.3878602275,0.2079077188,0.4931023072
0.2372817538,0.3455170846,0.597350575
0.2521870515,0.2684003069,0.6889319533
0.340602065,0.1875435696,0.5666298377
0.1850123522,0.4312109895,0.5298768386
0.2879304097,0.3780337182,0.4709790625
NA,0.4172002732,0.4699267094
0.2289543951,0.3969345818,0.5656771084
0.2315868668,0.3532404683,0.5538217629
0.3776339742,0.2337517307,0.5071516233
0.2854453017,0.2974639232,0.5787114311
0.2908781389,0.475817156,0.4302649175
0.1224809751,0.4651514654,0.5043415298
0.2966612398,0.3526091672,0.5710965435
0.3172945032,0.2888282196,0.5581222631
0.2759881274,0.3182043709,0.5770791653
0.1811063921,0.4542182561,0.4868722164
0.2301527883,0.4182577508,0.4940806945
0.2779462853,0.2818553376,0.5573103337
0.1838288303,0.4401795908,0.462649795
0.2877189869,0.3064154084,0.5865915662
0.3274149849,0.3796496239,0.4312660505
0.2055894869,0.4594665967,0.4540088633
0.3357221558,0.2653837477,0.4694814676
0.2951161867,0.3590637848,0.4869132511
0.2916449296,0.3489842533,0.5556540842
0.2295641361,0.3806063728,0.5524931045
0.1848766509,0.3970256062,0.523775848
0.3000232004,0.2647877244,0.5997120785
0.2224320813,0.5501941453,0.3408963286
0.3263819494,0.3817841338,0.4692735172
0.3364071504,0.2726209313,0.5802136294
0.3020669504,0.3626072342,0.5022594181
0.2126735002,0.3434808359,0.6536107945
0.2502733806,0.3830246717,0.5544511724
0.3317002776,0.2973839569,0.5316460198
0.1851637945,0.4400185058,0.4602263453
0.3078736568,0.3604488944,0.5557246606
0.2149745486,0.4296781832,0.5201773789
0.3569015979,0.1676197352,0.6453260859
0.1747159405,0.2900809623,0.6406696551
0.2853036747,0.405493109,0.486530277
0.3018152643,0.4486114386,0.4497388061
0.261488987,0.3903954567,0.5056856437
0.3299837473,0.3872570072,0.5380209595
0.306835204,0.3429604819,0.5790244614
0.2410993156,0.4994625039,0.4434180032
0.4525055885,0.6431937483,0.2695332117
0.3127380326,0.4188169159,0.4018037523
0.3105035277,0.382572662,0.4653118672
0.2612323564,0.3829068268,0.4892202509
0.4113507377,0.2643470262,0.4916331258
0.2825561128,0.4322329522,0.4317478219
0.2892427663,0.4102641965,0.4763172362
0.3959897506,0.3599052523,0.4226404415
NA,0.3915646188,0.5087628039
0.4238916505,0.2638140018,0.5781859122
0.3141671096,0.4145923195,0.4823052841
0.3063668264,0.4295955645,0.4702961599
0.4087641458,0.5286728447,0.3339977692
0.2691248262,0.4196487011,0.5091840299
0.2500571568,0.4449359219,0.5236457347
0.4417360835,0.535865173,0.3353189784
0.2507845071,0.3368318053,0.5816650887
0.4128444806,0.5759074338,0.355169349
0.3167334982,0.4241049108,0.5464475362
0.3167665553,0.4060639174,0.4694497159
0.2800484135,0.2996125955,0.6029324106
0.293341003,0.3796301908,0.5364454463
0.4152018333,0.3011826091,0.4265474027
NA,0.4177932147,0.3939378379
0.2958167411,0.4053967732,0.4646529795
0.3075156798,0.5161548258,0.3925351235
0.356970392,0.3443606027,0.4763436134
0.3063146876,0.3505218706,0.5580260681
0.3465416694,0.3435743927,0.5820440805
0.322285473,0.3260016287,0.5607707878
0.3012416371,0.4247770155,0.4855421559
0.3608877938,0.3698700832,0.4896358349
0.332459352,0.3069078856,0.5205804182
0.3684818695,0.347324595,0.4837528008
0.2749360981,0.405327422,0.4740853382
0.4580713835,0.6886128715,0.2125550358
0.2741834247,0.4245330414,0.4639551546
0.3640554182,0.2491870491,0.6028904274
0.3062216567,0.3793756835,0.509573575
0.3281275562,0.4457763007,0.4164194837
0.2410054533,0.381143423,0.531681952
0.3374148412,0.2814395267,0.6864510376
0.3050074962,0.369265414,0.4892321647
0.3344910078,0.4201103498,0.4123672085
0.3888952463,0.3569117793,0.3848182125
0.3501064072,0.3564662378,0.5375838565
0.2346314664,0.4638425545,0.4903477428
0.3240053891,0.5468059379,0.2730167175
0.3713804801,0.3451276449,0.4876409545
0.273045104,0.3238417368,0.5601917512
0.3441721481,0.4174082271,0.4010592061
0.2366991829,0.4772086864,0.4922778412
0.3561943627,0.3645133751,0.4536877372
0.2929179516,0.5088315329,0.4618832992
0.320113008,0.4051491558,0.4634815549
0.3092145881,0.377347998,0.4445302778
0.2668596917,0.3726802065,0.4831357673
0.3044133819,0.3945338224,0.4717782193
0.3302839633,0.4433967461,0.4051910559
0.3272736834,0.3619196072,0.5732056939
0.303563541,0.4246725852,0.4965650927
0.3653505416,0.3656411185,0.4808257398
0.3758802536,0.3289030838,0.5743344085
0.430311693,0.2649073765,0.5326171891
0.3108285031,0.4179282999,0.4707291755
0.4459297156,0.4591423947,0.3421390261
0.385110591,0.3258821191,0.5462377879
0.3685316197,0.4442645945,0.3600704758
0.3640970404,0.3322437807,0.5854784729
0.3786078736,0.5587390491,0.3135831855
0.3257228835,0.3886941889,0.4637426205
0.2911832307,0.4151844159,0.4086948504
0.3584528686,0.453075992,0.3408976096
0.2951057773,0.3943994856,0.4594570787
0.2905013159,0.3350632922,0.577194157
0.3719330105,0.3576323952,0.4864398157
0.2889763383,0.4246383192,0.4754032664
0.3442241386,0.4353967415,0.32333737
0.3297167482,0.3538864873,0.5135194357
0.3330819335,0.3584507578,0.4837237358
0.3828100322,0.3499434989,0.5174083593
0.3334911322,0.4007272383,0.487335213
0.3109590865,0.3240796356,0.6171158588
0.3109451523,0.3776421767,0.5245826997
0.2676480485,0.4952446051,0.4844461268
0.2994439688,0.3958670137,0.4883860861
0.2548526189,0.4411904411,0.4989686907
0.3707355645,0.2307390831,0.603250484
0.3432103529,0.4129039909,0.4922933246
0.3009315427,0.4293597626,0.4842785869
0.2325355519,0.4982559094,0.3790435509
0.2809549914,0.3460870709,0.5106208176
0.4193359502,0.7620897183,0.0967988669
0.3837840535,0.3022237296,0.5608537358
0.320158755,0.3801019766,0.5315641725
0.3839640512,0.3916202469,0.449373345
0.3033647913,0.3978195929,0.4976882448
0.2266034699,0.3728010468,0.4884849938
0.4671402855,0.7039716684,0.1526893279
0.2577392895,0.4365359336,0.4201528282
0.3788034328,0.3135166243,0.5638526426
0.2839726414,0.3844575356,0.5232048388
0.3627761543,0.3109058226,0.5180978151
0.3318581286,0.3217442538,0.5905225436
0.2191377864,0.4643557532,0.4734596038
0.4897612954,0.5698177539,0.2735193994
0.3837282296,0.316832353,0.5777301511
0.2429482835,0.4362315269,0.4832564357
0.4118651728,0.3344528577,0.5249336778
0.2920916252,0.3705820803,0.4736853243
0.2100054641,0.4332421633,0.5291450871
0.4021229877,0.4728570272,0.3321234701
0.3198186012,0.4183267122,0.5286247681
0.3073197714,0.5520222097,0.3687174103
0.3412539058,0.3870468488,0.4994118681
0.2392895535,0.4639375712,0.4759879065
0.3833451665,0.3089119679,0.5709176721
0.2982038724,0.4103581464,0.4696848201
0.3382411547,0.3503520531,0.4871874774
0.462946864,0.4284010434,0.3515476445
0.3551622479,0.4563331877,0.4231932754
0.3895102086,0.2605016951,0.5917334122
0.2752927726,0.3645712949,0.5254003518
0.3527091591,0.3359325655,0.4581546582
0.293207341,0.4103490736,0.5571154089
0.2941819274,0.4058334252,0.5166203115
0.3238725379,0.4176745898,0.4122521768
0.3425701965,0.3276974681,0.4502564073
0.2914134335,0.3860531628,0.5370860746
0.3018030116,0.4144509333,0.5486165114
0.3067914859,0.453092316,0.4023171824
0.2965195549,0.3581189809,0.54273546
0.4257625772,0.4815687193,0.3940112321
0.2700844725,0.4178580201,0.5096885138
0.3008602181,0.4038893909,0.4313422007
0.3227624813,0.3083071825,0.601579885
0.279493516,0.2876423582,0.5710402708
0.2752754246,0.4316083172,0.4560118418
0.2761566918,0.3036587918,0.5294288776
0.3365839684,0.3342019167,0.5507338932
0.2759108381,0.4271676497,0.4697370391
0.2913244566,0.3138714792,0.6725053172
0.4772946415,0.4757556228,0.3107174766
0.3136212028,0.4679427697,0.5181959665
0.3242810123,0.4128700241,0.4765032754
0.3887670227,0.2496113546,0.5958191417
0.46921806,0.2334276344,0.5858285271
0.6394094358,0.5222943582,0.1851820214
0.3625803172,0.4268038983,0.3953323703
0.3388668271,0.2476936389,0.6787391001
0.6457252398,0.5006044686,0.1453518224
0.3407650233,0.3567852541,0.4701987403
0.263390377,0.4086104893,0.4921651316
0.2786976755,0.467045158,0.4039077012
0.3617401644,0.3697803761,0.4917410512
0.3752061639,0.7694410785,0.1875394872
0.3183740229,0.4098916064,0.4777028881
0.230192781,0.4222898259,0.501838128
0.3487725255,0.5299715508,0.3596164645
0.2842383886,0.3956988097,0.5239250455
0.3707217804,0.3430164718,0.5680027132
0.3186353732,0.3733238744,0.5017306326
0.4117902069,0.5255640097,0.3261929791
0.4978622499,0.7262395191,0.0349964664
0.3054968139,0.3175443563,0.4975442916
0.2054891261,0.4343664024,0.5435534987
0.3627632943,0.3367747461,0.4310547154
0.2885905687,0.3788248218,0.5881596757
0.2999852811,0.3871689021,0.5439705903
0.3962455717,0.3009400991,0.4787938256
0.2113523483,0.4534704593,0.5241771766
0.5742207165,0.524172392,0.2564780535
0.268657379,0.432721601,0.4650868975
0.3436445503,0.3907634894,0.4654915936
0.306974538,0.3927315759,0.5087272106
0.2872874242,0.4373211095,0.466228045
0.3048924848,0.3958385563,0.5496962474
0.3481280194,0.3290601986,0.5046875677
0.2848660559,0.5787138051,0.3460854222
0.2866110702,0.3836642101,0.5417923892
0.1617436952,0.4323187231,0.4742627321
0.2529912974,0.4603078062,0.4819606482
0.3318786631,0.3831739693,0.4609554072
0.2871838664,0.5188934002,0.3810639348
0.5577517109,0.4012809131,0.3045496278
0.2767449262,0.3815543501,0.4676754596
0.2950548175,0.3338397931,0.5589676713
0.2634081147,0.3932101795,0.5052066986
0.3622549114,0.3647786763,0.4786745241
0.3099571069,0.409217606,0.490521039
0.3133614865,0.3557876404,0.4769174001
0.3236951892,0.3840745373,0.4737539301
0.329665137,0.3617606226,0.4969018757
0.3088517059,0.3680496196,0.5621870619
0.2476629027,0.4158889151,0.5996980968
0.3882913642,0.3129083634,0.5427428786
0.3914644989,0.4856989102,0.357832247
0.2933541074,0.5503580751,0.453418002
0.3403197475,0.3345752264,0.5328069364
0.3404353025,0.3514555884,0.5450781654
0.4060757801,0.3389917112,0.5452023991
0.0676374901,0.6589390266,0.4320380981
0.2939028316,0.3985099082,0.4463743259
0.2826130139,0.4031247301,0.4437050285
0.2856595317,0.4420719054,0.4853030084
0.3310172767,0.3556477923,0.460706785
0.3428631194,0.3768310732,0.4581945863
0.2934273373,0.3465396818,0.5244468681
0.4268339638,0.3415592458,0.4416326804
0.2957371733,0.3557663015,0.5241710009
0.2733410548,0.4117686962,0.5298871848
0.3440963317,0.3260132082,0.5663944228
0.4846214334,0.247264807,0.5148022856
0.2582592617,0.3866295378,0.5452665765
0.3621938655,0.3531886937,0.5845434609
0.1927805763,0.4060803734,0.492318918
0.2667690699,0.4246252592,0.4747401221
0.2486988702,0.3741956236,0.5771883087
0.334870604,0.3566788037,0.5952061689
0.320854915,0.3805622206,0.4738318592
0.3508883514,0.3897419557,0.5088484019
0.321716598,0.413107762,0.4267776128
0.2614339715,0.4561498101,0.4767909969
0.2580980936,0.3963526227,0.43122778
0.2454447426,0.4157985574,0.4836976865
0.2530539055,0.3135857823,0.5412874393
0.3632670798,0.4304574904,0.4166027612
0.2023609215,0.4903286122,0.4248445168
0.357774009,0.3230744404,0.5633528473
0.2554173402,0.4179110603,0.4498177064
0.3136395159,0.3339262292,0.5419473831
0.3749982523,0.4286621785,0.4685616842
0.1796883894,0.4406685032,0.5055623865
0.2565167763,0.4320736663,0.506301757
0.4016736019,0.3287331457,0.485667172
0.8258962441,0.2731781464,0.1829906784
0.2285919643,0.4044479703,0.5143453718
0.3959041537,0.340232474,0.344820214
0.311413783,0.3959792846,0.5110238879
0.3077756076,0.3974423118,0.517177948
0.3989438175,0.4961244834,0.4030870563
0.3223759924,0.4775821504,0.4132015791
0.3279743989,0.3343421698,0.5556094116
0.3198823291,0.4118896155,0.4617466899
0.3404718857,0.3922102677,0.4392302807
0.3578290702,0.4490612334,0.3835488104
0.3220397789,0.367698986,0.5567215375
0.2863835317,0.4004981414,0.4787929457
0.2679621329,0.4020217063,0.5407364907
0.484182334,0.6787431023,0.1852938468
0.3665185446,0.5741824721,0.302757936
0.2337255386,0.5093869035,0.4310750701
0.321471877,0.3746962866,0.4683534204
0.3264840285,0.3024932363,0.6141420627
